"DATE","TIME PERIOD","All euro area yield curve - 10-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_10Y)","All euro area yield curve - 1-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_1Y)","All euro area yield curve - 20-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_20Y)","All euro area yield curve - 2-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_2Y)","All euro area yield curve - 30-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_30Y)","All euro area yield curve - 3-month spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3M)","All euro area yield curve - 3-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y)","All euro area yield curve - 5-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y)","All euro area yield curve - 6-month spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6M)","All euro area yield curve - 7-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_7Y)"
"2019-10-21","21 Oct 2019","0.142995","-0.452806","0.774820","-0.409089","1.138286","-0.479947","-0.356831","-0.230781","-0.471414","-0.085760"
"2019-10-22","22 Oct 2019","0.114661","-0.456302","0.732346","-0.420958","1.085266","-0.473936","-0.373849","-0.253049","-0.468953","-0.110674"
"2019-10-23","23 Oct 2019","0.093804","-0.443783","0.709353","-0.401817","1.067790","-0.475408","-0.356126","-0.247667","-0.464647","-0.118693"
"2019-10-24","24 Oct 2019","0.092016","-0.459076","0.716917","-0.424024","1.072392","-0.480239","-0.380036","-0.267184","-0.473590","-0.130529"
"2019-10-25","25 Oct 2019","0.121349","-0.446640","0.738018","-0.402741","1.097378","-0.476416","-0.352657","-0.234080","-0.466704","-0.097241"
"2019-10-28","28 Oct 2019","0.152831","-0.442478","0.785286","-0.378653","1.161854","-0.498024","-0.319113","-0.196909","-0.478427","-0.062941"
"2019-10-29","29 Oct 2019","0.146549","-0.442581","0.769540","-0.381507","1.124042","-0.496994","-0.324649","-0.205360","-0.477608","-0.071253"
"2019-10-30","30 Oct 2019","0.141248","-0.439416","0.761969","-0.377469","1.117687","-0.495919","-0.321067","-0.204397","-0.475663","-0.073253"
"2019-10-31","31 Oct 2019","0.084580","-0.456728","0.698237","-0.407714","1.046268","-0.500092","-0.360281","-0.253812","-0.484593","-0.127172"
"2019-11-01","01 Nov 2019","0.108675","-0.452541","0.733131","-0.404985","1.083259","-0.492082","-0.356450","-0.244346","-0.478187","-0.111143"
"2019-11-04","04 Nov 2019","0.151294","-0.459773","0.785556","-0.391151","1.120685","-0.530202","-0.333550","-0.215393","-0.504048","-0.077722"
"2019-11-05","05 Nov 2019","0.140794","-0.482102","0.799595","-0.435859","1.164507","-0.513324","-0.382195","-0.252377","-0.503114","-0.100742"
"2019-11-06","06 Nov 2019","0.116898","-0.472268","0.780611","-0.423834","1.177792","-0.508089","-0.371487","-0.250576","-0.496034","-0.110604"
"2019-11-07","07 Nov 2019","0.169802","-0.467659","0.839137","-0.404128","1.241809","-0.518698","-0.341123","-0.207570","-0.501138","-0.061543"
"2019-11-08","08 Nov 2019","0.195930","-0.453271","0.868028","-0.381055","1.278111","-0.514881","-0.313525","-0.177671","-0.493325","-0.032943"
"2019-11-11","11 Nov 2019","0.196759","-0.442506","0.870170","-0.368100","1.287214","-0.508180","-0.300695","-0.168230","-0.484979","-0.027701"
"2019-11-12","12 Nov 2019","0.212934","-0.445298","0.891857","-0.372768","1.305424","-0.506630","-0.304440","-0.166336","-0.485229","-0.019187"
"2019-11-13","13 Nov 2019","0.205377","-0.447235","0.854203","-0.381257","1.239684","-0.498590","-0.314874","-0.175060","-0.481132","-0.025575"
"2019-11-14","14 Nov 2019","0.180135","-0.448849","0.824915","-0.385485","1.212900","-0.498960","-0.322262","-0.188961","-0.481825","-0.045059"
"2019-11-15","15 Nov 2019","0.198784","-0.442539","0.848663","-0.380741","1.234598","-0.489523","-0.317163","-0.180356","-0.473661","-0.031970"
"2019-11-18","18 Nov 2019","0.172129","-0.456040","0.815542","-0.394769","1.200458","-0.503353","-0.332417","-0.199001","-0.487295","-0.054172"
"2019-11-19","19 Nov 2019","0.190478","-0.449663","0.835573","-0.385014","1.221878","-0.500255","-0.320166","-0.183576","-0.483023","-0.037051"
"2019-11-20","20 Nov 2019","0.164936","-0.453159","0.808089","-0.395260","1.194669","-0.496770","-0.335094","-0.204089","-0.482084","-0.060442"
"2019-11-21","21 Nov 2019","0.213669","-0.451421","0.844468","-0.396217","1.213132","-0.484729","-0.331514","-0.183769","-0.474503","-0.024461"
"2019-11-22","22 Nov 2019","0.191491","-0.457172","0.821126","-0.403082","1.195238","-0.490498","-0.340264","-0.197109","-0.480163","-0.042104"
"2019-11-25","25 Nov 2019","0.177469","-0.465098","0.808347","-0.412190","1.184548","-0.497524","-0.350469","-0.209103","-0.487487","-0.055294"
"2019-11-26","26 Nov 2019","0.154112","-0.465694","0.795980","-0.415651","1.189658","-0.496920","-0.357478","-0.223221","-0.487160","-0.074841"
"2019-11-27","27 Nov 2019","0.165907","-0.463273","0.804896","-0.411622","1.193785","-0.495595","-0.351842","-0.214782","-0.485487","-0.064430"
"2019-11-28","28 Nov 2019","0.175009","-0.463253","0.816299","-0.404981","1.213945","-0.503333","-0.341567","-0.202417","-0.490321","-0.053045"
"2019-11-29","29 Nov 2019","0.209792","-0.465860","0.835496","-0.407206","1.199338","-0.502470","-0.339938","-0.189041","-0.491068","-0.028389"
"2019-12-02","02 Dec 2019","0.260920","-0.463016","0.907007","-0.378077","1.279666","-0.532870","-0.297511","-0.138780","-0.508764","0.021761"
"2019-12-03","03 Dec 2019","0.196539","-0.472332","0.864157","-0.393414","1.257680","-0.542515","-0.322203","-0.182591","-0.517652","-0.035360"
"2019-12-04","04 Dec 2019","0.186372","-0.481340","0.843030","-0.405333","1.241320","-0.544853","-0.333676","-0.190988","-0.522803","-0.042622"
"2019-12-05","05 Dec 2019","0.247390","-0.463806","0.902373","-0.373687","1.300701","-0.541372","-0.291976","-0.137424","-0.514258","0.016207"
"2019-12-06","06 Dec 2019","0.238069","-0.474558","0.893422","-0.387420","1.288846","-0.547930","-0.306752","-0.151379","-0.522446","0.004308"
"2019-12-09","09 Dec 2019","0.225841","-0.479002","0.892426","-0.397574","1.272636","-0.549124","-0.322092","-0.172149","-0.524516","-0.015448"
"2019-12-10","10 Dec 2019","0.229815","-0.484723","0.889383","-0.403714","1.282957","-0.549656","-0.325358","-0.168789","-0.527438","-0.009242"
"2019-12-11","11 Dec 2019","0.202147","-0.485955","0.864752","-0.414272","1.260193","-0.541326","-0.342332","-0.192928","-0.522581","-0.036214"
"2019-12-12","12 Dec 2019","0.230679","-0.484498","0.880545","-0.419911","1.246278","-0.527056","-0.347899","-0.188634","-0.513478","-0.019697"
"2019-12-13","13 Dec 2019","0.237258","-0.485203","0.875823","-0.417758","1.247760","-0.528989","-0.342710","-0.179295","-0.515146","-0.009660"
"2019-12-16","16 Dec 2019","0.207650","-0.480674","0.843029","-0.418525","1.221298","-0.520594","-0.348650","-0.194492","-0.508018","-0.032136"
"2019-12-17","17 Dec 2019","0.212348","-0.480698","0.853216","-0.419118","1.233346","-0.519666","-0.349240","-0.194053","-0.507467","-0.030048"
"2019-12-18","18 Dec 2019","0.245625","-0.484804","0.884766","-0.418205","1.251100","-0.526846","-0.342877","-0.177208","-0.513714","-0.004717"
"2019-12-19","19 Dec 2019","0.299527","-0.477281","0.940614","-0.399203","1.304730","-0.529892","-0.314837","-0.136568","-0.513030","0.043468"
"2019-12-20","20 Dec 2019","0.267291","-0.465973","0.916206","-0.393412","1.303645","-0.515573","-0.315370","-0.149630","-0.499569","0.020245"
"2019-12-23","23 Dec 2019","0.261953","-0.474733","0.919452","-0.395108","1.328256","-0.533215","-0.313788","-0.147804","-0.513840","0.019038"
"2019-12-27","27 Dec 2019","0.261575","-0.475604","0.920848","-0.408298","1.307741","-0.518483","-0.332510","-0.166010","-0.505034","0.007796"
"2019-12-30","30 Dec 2019","0.315092","-0.470579","0.960012","-0.381982","1.347156","-0.535648","-0.292097","-0.111680","-0.514118","0.065117"
"2020-01-02","02 Jan 2020","0.287100","-0.450575","0.942911","-0.382420","1.330965","-0.494214","-0.306016","-0.138997","-0.480503","0.034545"
"2020-01-03","03 Jan 2020","0.232231","-0.476240","0.886965","-0.409665","1.292821","-0.520125","-0.336249","-0.177062","-0.506164","-0.011406"
"2020-01-06","06 Jan 2020","0.215562","-0.484408","0.870042","-0.420117","1.275852","-0.526142","-0.348447","-0.191581","-0.512945","-0.027210"
"2020-01-07","07 Jan 2020","0.222176","-0.483920","0.884479","-0.414835","1.308790","-0.531228","-0.340544","-0.182314","-0.515950","-0.018885"
"2020-01-08","08 Jan 2020","0.247370","-0.475359","0.914199","-0.403747","1.337722","-0.524609","-0.327055","-0.164530","-0.508681","0.002427"
"2020-01-09","09 Jan 2020","0.274866","-0.464836","0.938750","-0.392272","1.347635","-0.513899","-0.313759","-0.146507","-0.498140","0.025071"
"2020-01-10","10 Jan 2020","0.257809","-0.469020","0.917440","-0.391592","1.345829","-0.524881","-0.311649","-0.147542","-0.506501","0.017536"
"2020-01-13","13 Jan 2020","0.295063","-0.447013","0.974617","-0.372927","1.404807","-0.498142","-0.293814","-0.126676","-0.481587","0.044522"
"2020-01-14","14 Jan 2020","0.256270","-0.452566","0.932360","-0.375332","1.394603","-0.509951","-0.297198","-0.138754","-0.490866","0.020761"
"2020-01-15","15 Jan 2020","0.239192","-0.452516","0.910137","-0.380316","1.366097","-0.504901","-0.305799","-0.151777","-0.487618","0.005463"
"2020-01-16","16 Jan 2020","0.240405","-0.443016","0.915251","-0.368895","1.387867","-0.498477","-0.294182","-0.142560","-0.479982","0.011061"
"2020-01-17","17 Jan 2020","0.247157","-0.430882","0.909708","-0.353892","1.380408","-0.489942","-0.277966","-0.127109","-0.470087","0.023499"
"2020-01-20","20 Jan 2020","0.214865","-0.422946","0.895889","-0.355023","1.392275","-0.474537","-0.286993","-0.148210","-0.457228","-0.004968"
"2020-01-21","21 Jan 2020","0.205556","-0.414173","0.890683","-0.343689","1.367090","-0.472799","-0.277493","-0.146741","-0.452509","-0.010429"
"2020-01-22","22 Jan 2020","0.175110","-0.416414","0.851882","-0.349057","1.329934","-0.473245","-0.286434","-0.163039","-0.453484","-0.033342"
"2020-01-23","23 Jan 2020","0.161689","-0.430175","0.806360","-0.374643","1.273461","-0.468770","-0.315063","-0.186461","-0.456216","-0.049547"
"2020-01-24","24 Jan 2020","0.119688","-0.429126","0.795296","-0.378991","1.265897","-0.467635","-0.327579","-0.215360","-0.454587","-0.088934"
"2020-01-27","27 Jan 2020","0.051401","-0.456554","0.712854","-0.419288","1.167036","-0.481868","-0.376769","-0.274813","-0.473614","-0.153304"
"2020-01-28","28 Jan 2020","0.059045","-0.462997","0.706940","-0.427141","1.138405","-0.484720","-0.383633","-0.276654","-0.477966","-0.149911"
"2020-01-29","29 Jan 2020","0.057993","-0.473230","0.689454","-0.440641","1.094013","-0.489375","-0.397339","-0.286523","-0.484849","-0.154943"
"2020-01-30","30 Jan 2020","0.027877","-0.474153","0.666742","-0.446152","1.086924","-0.487255","-0.407564","-0.305281","-0.483685","-0.180053"
"2020-01-31","31 Jan 2020","-0.009221","-0.486989","0.641769","-0.456212","1.063059","-0.508627","-0.420280","-0.328467","-0.501401","-0.212123"
"2020-02-03","03 Feb 2020","-0.008229","-0.494707","0.651179","-0.461293","1.079430","-0.519358","-0.423749","-0.330244","-0.511006","-0.212869"
"2020-02-04","04 Feb 2020","0.067145","-0.499706","0.686589","-0.458363","1.083881","-0.522957","-0.407488","-0.285585","-0.516030","-0.147962"
"2020-02-05","05 Feb 2020","0.075815","-0.493580","0.697594","-0.452632","1.094839","-0.516199","-0.401787","-0.279305","-0.509521","-0.140735"
"2020-02-06","06 Feb 2020","0.082257","-0.478198","0.715368","-0.435702","1.134728","-0.503798","-0.385123","-0.265760","-0.495913","-0.130921"
"2020-02-07","07 Feb 2020","0.036842","-0.488923","0.660625","-0.450208","1.084647","-0.512346","-0.403965","-0.293611","-0.505105","-0.166958"
"2020-02-10","10 Feb 2020","0.030134","-0.493093","0.658181","-0.449742","1.098679","-0.522653","-0.401678","-0.292361","-0.513062","-0.169115"
"2020-02-11","11 Feb 2020","0.005096","-0.494724","0.606069","-0.448437","1.121932","-0.526842","-0.398745","-0.291267","-0.516404","-0.176010"
"2020-02-12","12 Feb 2020","0.008198","-0.493441","0.602278","-0.445888","1.112562","-0.526798","-0.395308","-0.286964","-0.515917","-0.171751"
"2020-02-13","13 Feb 2020","0.031088","-0.504654","0.645654","-0.462174","1.075273","-0.530850","-0.412613","-0.297960","-0.522715","-0.170233"
"2020-02-14","14 Feb 2020","0.014604","-0.506930","0.632238","-0.467898","1.066733","-0.530061","-0.421147","-0.310538","-0.522997","-0.185221"
"2020-02-17","17 Feb 2020","0.014768","-0.503104","0.631556","-0.464765","1.065930","-0.525644","-0.418612","-0.308960","-0.518784","-0.184346"
"2020-02-18","18 Feb 2020","0.034057","-0.501842","0.653631","-0.463255","1.059768","-0.523734","-0.415895","-0.302055","-0.517181","-0.172267"
"2020-02-19","19 Feb 2020","0.024851","-0.494969","0.641401","-0.459418","1.048377","-0.514285","-0.414687","-0.305070","-0.508621","-0.178384"
"2020-02-20","20 Feb 2020","-0.002466","-0.501118","0.597398","-0.466073","1.010408","-0.520805","-0.422739","-0.317684","-0.514937","-0.196778"
"2020-02-21","21 Feb 2020","-0.022756","-0.495077","0.561932","-0.463718","0.968224","-0.511864","-0.423866","-0.325187","-0.506975","-0.209908"
"2020-02-24","24 Feb 2020","-0.033119","-0.501687","0.553579","-0.469164","0.980195","-0.520003","-0.428921","-0.330980","-0.514533","-0.217465"
"2020-02-25","25 Feb 2020","-0.028799","-0.501111","0.553346","-0.467204","0.975799","-0.520721","-0.425917","-0.326710","-0.514794","-0.212764"
"2020-02-26","26 Feb 2020","-0.004098","-0.505800","0.583180","-0.463243","1.037324","-0.533502","-0.415366","-0.307729","-0.524710","-0.189738"
"2020-02-27","27 Feb 2020","0.003879","-0.497561","0.590354","-0.454957","1.043891","-0.525321","-0.407061","-0.299454","-0.516508","-0.181555"
"2020-02-28","28 Feb 2020","-0.023186","-0.499080","0.552337","-0.460476","1.002649","-0.523599","-0.416236","-0.315007","-0.515890","-0.202393"
"2020-03-02","02 Mar 2020","-0.009141","-0.503949","0.544903","-0.458048","0.976806","-0.535397","-0.408401","-0.300824","-0.525227","-0.186223"
"2020-03-03","03 Mar 2020","0.011322","-0.501846","0.557724","-0.470998","0.853493","-0.514909","-0.428114","-0.317860","-0.511641","-0.189509"
"2020-03-04","04 Mar 2020","-0.080998","-0.534252","0.493111","-0.517399","0.836548","-0.535246","-0.486273","-0.393535","-0.536156","-0.275855"
"2020-03-05","05 Mar 2020","-0.034091","-0.530993","0.523133","-0.510505","0.803255","-0.533213","-0.474280","-0.369604","-0.533889","-0.240609"
"2020-03-06","06 Mar 2020","-0.084999","-0.519668","0.404330","-0.484339","0.753915","-0.541661","-0.443459","-0.349792","-0.534808","-0.246458"
"2020-03-09","09 Mar 2020","-0.019534","-0.483644","0.423905","-0.450940","0.636346","-0.500259","-0.408963","-0.306889","-0.495581","-0.192694"
"2020-03-10","10 Mar 2020","0.022730","-0.470709","0.448049","-0.430528","0.633756","-0.493882","-0.382400","-0.271505","-0.486923","-0.152359"
"2020-03-11","11 Mar 2020","0.064566","-0.475475","0.451475","-0.452649","0.592784","-0.469629","-0.406224","-0.276802","-0.474235","-0.133251"
"2020-03-12","12 Mar 2020","-0.054033","-0.494468","0.422382","-0.465830","0.715398","-0.508174","-0.427881","-0.333000","-0.504442","-0.224054"
"2020-03-13","13 Mar 2020","0.311977","-0.340202","0.699460","-0.281523","0.862789","-0.368029","-0.208345","-0.046571","-0.360730","0.110572"
"2020-03-16","16 Mar 2020","0.496124","-0.231047","0.884220","-0.090223","1.053866","-0.381160","0.013511","0.174578","-0.325386","0.312788"
"2020-03-17","17 Mar 2020","0.615958","-0.137597","0.939777","0.028446","1.058568","-0.378173","0.126398","0.280133","-0.280752","0.426617"
"2020-03-18","18 Mar 2020","0.710457","-0.132563","1.117429","0.039026","1.319124","-0.298981","0.172000","0.371431","-0.239079","0.524285"
"2020-03-19","19 Mar 2020","0.576355","-0.191087","0.963876","-0.079763","1.109123","-0.318939","0.009718","0.183437","-0.269439","0.355087"
"2020-03-20","20 Mar 2020","0.463639","-0.237647","0.835750","-0.146662","0.971876","-0.364172","-0.076700","0.077375","-0.312321","0.244582"
"2020-03-23","23 Mar 2020","0.474875","-0.247324","0.914230","-0.149914","1.084276","-0.371536","-0.076214","0.075730","-0.322181","0.242311"
"2020-03-24","24 Mar 2020","0.533677","-0.242677","0.969979","-0.146195","1.146131","-0.324623","-0.053966","0.129046","-0.295788","0.304803"
"2020-03-25","25 Mar 2020","0.528630","-0.211923","1.012412","-0.109868","1.208559","-0.333226","-0.031607","0.122781","-0.286109","0.289462"
"2020-03-26","26 Mar 2020","0.420920","-0.334640","0.908276","-0.247659","1.104353","-0.424377","-0.169762","-0.003768","-0.390529","0.173620"
"2020-03-27","27 Mar 2020","0.301458","-0.356663","0.789547","-0.306655","0.979386","-0.426330","-0.259631","-0.124440","-0.397290","0.048377"
"2020-03-30","30 Mar 2020","0.316595","-0.326719","0.804459","-0.267163","0.999967","-0.404270","-0.216153","-0.086418","-0.372904","0.075188"
"2020-03-31","31 Mar 2020","0.378338","-0.303174","0.852248","-0.245089","1.034234","-0.382567","-0.192406","-0.049707","-0.349732","0.126335"
"2020-04-01","01 Apr 2020","0.442422","-0.272573","0.967898","-0.191355","1.183579","-0.370966","-0.125696","0.019665","-0.332301","0.189578"
"2020-04-02","02 Apr 2020","0.443441","-0.266204","0.934131","-0.191137","1.126479","-0.364298","-0.129691","0.016606","-0.324730","0.190983"
"2020-04-03","03 Apr 2020","0.451941","-0.243613","0.928016","-0.169847","1.109973","-0.357544","-0.115123","0.024089","-0.309855","0.198758"
"2020-04-06","06 Apr 2020","0.423833","-0.232172","0.933709","-0.155885","1.197238","-0.292634","-0.081468","0.066768","-0.272012","0.214007"
"2020-04-07","07 Apr 2020","0.496666","-0.221499","0.993373","-0.127725","1.245223","-0.297760","-0.039560","0.126907","-0.271608","0.283280"
"2020-04-08","08 Apr 2020","0.538570","-0.159718","1.024344","-0.071542","1.268894","-0.229893","0.012919","0.174993","-0.205992","0.328637"
"2020-04-09","09 Apr 2020","0.487251","-0.183926","0.984398","-0.108257","1.235318","-0.240602","-0.031776","0.122780","-0.221667","0.274992"
"2020-04-14","14 Apr 2020","0.548968","-0.138312","1.029531","-0.067473","1.210928","-0.266006","-0.020146","0.112429","-0.210976","0.289570"
"2020-04-15","15 Apr 2020","0.538254","-0.082342","0.992255","-0.027505","1.174833","-0.143131","0.025160","0.156309","-0.119374","0.311825"
"2020-04-16","16 Apr 2020","0.532098","-0.104211","0.977670","-0.044782","1.153671","-0.173419","0.010143","0.145143","-0.146067","0.303956"
"2020-04-17","17 Apr 2020","0.521232","-0.129060","0.974026","-0.066446","1.150649","-0.209943","-0.012201","0.123243","-0.177212","0.286236"
"2020-04-20","20 Apr 2020","0.599937","-0.097090","1.042583","0.000954","1.208261","-0.269377","0.057815","0.189595","-0.196122","0.357367"
"2020-04-21","21 Apr 2020","0.616774","-0.115517","1.072869","-0.000965","1.253828","-0.265646","0.077851","0.225748","-0.206088","0.386213"
"2020-04-22","22 Apr 2020","0.715324","-0.067108","1.173662","0.060638","1.350699","-0.243584","0.144952","0.302628","-0.172639","0.473808"
"2020-04-23","23 Apr 2020","0.662697","-0.122743","1.107707","-0.016053","1.273739","-0.273376","0.061397","0.227455","-0.211816","0.412039"
"2020-04-24","24 Apr 2020","0.595153","-0.144284","1.044046","-0.051507","1.213303","-0.277005","0.016849","0.170703","-0.222531","0.348261"
"2020-04-27","27 Apr 2020","0.557140","-0.194510","1.001264","-0.115141","1.173093","-0.269751","-0.037208","0.135461","-0.241796","0.316150"
"2020-04-28","28 Apr 2020","0.519859","-0.244441","0.976706","-0.157349","1.156044","-0.329551","-0.076017","0.097443","-0.297862","0.277454"
"2020-04-29","29 Apr 2020","0.482670","-0.278336","0.942619","-0.196617","1.124940","-0.350753","-0.115547","0.059778","-0.324565","0.240410"
"2020-04-30","30 Apr 2020","0.390546","-0.283338","0.883296","-0.202470","1.164538","-0.343275","-0.121593","0.036714","-0.323407","0.186622"
"2020-05-04","04 May 2020","0.477367","-0.307902","0.986211","-0.245539","1.087360","-0.338846","-0.166385","0.018420","-0.330329","0.211647"
"2020-05-05","05 May 2020","0.497106","-0.309003","1.002055","-0.240835","1.099202","-0.345344","-0.157198","0.033554","-0.334918","0.229892"
"2020-05-06","06 May 2020","0.550720","-0.289843","1.061956","-0.215028","1.158036","-0.331852","-0.125672","0.074168","-0.319468","0.277077"
"2020-05-07","07 May 2020","0.547159","-0.286533","1.067404","-0.205485","1.198261","-0.336821","-0.113806","0.083942","-0.321270","0.281182"
"2020-05-08","08 May 2020","0.505941","-0.317126","1.030231","-0.253471","1.121841","-0.347223","-0.171125","0.023037","-0.339196","0.226663"
"2020-05-11","11 May 2020","0.456225","-0.328683","0.944124","-0.226499","1.176113","-0.406520","-0.127007","0.061281","-0.380495","0.232770"
"2020-05-12","12 May 2020","0.476388","-0.348196","0.947923","-0.241935","1.167174","-0.426612","-0.136427","0.064760","-0.400710","0.246231"
"2020-05-13","13 May 2020","0.472594","-0.360428","0.924487","-0.275463","1.057993","-0.411571","-0.179006","0.025249","-0.396036","0.221406"
"2020-05-14","14 May 2020","0.343572","-0.317843","0.869215","-0.254981","1.147693","-0.357564","-0.184371","-0.031445","-0.345173","0.124178"
"2020-05-15","15 May 2020","0.339734","-0.294342","0.856417","-0.237297","1.133444","-0.328628","-0.171287","-0.025156","-0.318168","0.125621"
"2020-05-18","18 May 2020","0.350997","-0.320934","0.902447","-0.242389","1.170615","-0.392770","-0.171105","-0.027563","-0.366965","0.124015"
"2020-05-19","19 May 2020","0.313457","-0.348457","0.865428","-0.272212","1.166175","-0.409447","-0.198270","-0.050796","-0.388582","0.097472"
"2020-05-20","20 May 2020","0.306779","-0.346904","0.856271","-0.270469","1.157709","-0.408951","-0.197184","-0.052088","-0.387622","0.093654"
"2020-05-21","21 May 2020","0.292535","-0.352089","0.842952","-0.279063","1.144868","-0.410538","-0.208041","-0.065340","-0.390526","0.079546"
"2020-05-22","22 May 2020","0.294947","-0.360109","0.851351","-0.290507","1.151822","-0.413011","-0.219997","-0.074057","-0.395202","0.075730"
"2020-05-25","25 May 2020","0.304736","-0.370368","0.833332","-0.291733","1.077147","-0.444854","-0.221099","-0.077064","-0.417738","0.076641"
"2020-05-26","26 May 2020","0.292778","-0.345274","0.857678","-0.260615","1.141273","-0.433154","-0.192477","-0.063826","-0.400529","0.074648"
"2020-05-27","27 May 2020","0.282916","-0.353865","0.850880","-0.288197","1.109781","-0.425825","-0.232018","-0.106600","-0.398356","0.043996"
"2020-05-28","28 May 2020","0.234271","-0.377722","0.809947","-0.337814","1.069161","-0.414104","-0.292685","-0.169471","-0.400507","-0.012982"
"2020-05-29","29 May 2020","0.188928","-0.381846","0.769788","-0.340783","1.058212","-0.415111","-0.295207","-0.180014","-0.403335","-0.038655"
"2020-06-01","01 Jun 2020","0.226114","-0.385843","0.817813","-0.337115","1.086659","-0.439898","-0.291436","-0.173891","-0.418938","-0.021529"
"2020-06-02","02 Jun 2020","0.204525","-0.409533","0.801758","-0.349313","1.081776","-0.477889","-0.298672","-0.182248","-0.451557","-0.036031"
"2020-06-03","03 Jun 2020","0.243316","-0.397395","0.835070","-0.323563","1.136238","-0.468910","-0.259067","-0.128418","-0.442780","0.015852"
"2020-06-04","04 Jun 2020","0.246590","-0.414703","0.848310","-0.354258","1.122001","-0.478561","-0.298945","-0.167969","-0.454277","-0.007688"
"2020-06-05","05 Jun 2020","0.246542","-0.397760","0.874584","-0.339135","1.167501","-0.462826","-0.287559","-0.164450","-0.437810","-0.008639"
"2020-06-08","08 Jun 2020","0.217496","-0.407864","0.849182","-0.356048","1.145156","-0.465431","-0.308930","-0.190760","-0.443203","-0.037051"
"2020-06-09","09 Jun 2020","0.217400","-0.400150","0.833512","-0.344105","1.134770","-0.456109","-0.292118","-0.171318","-0.435243","-0.023612"
"2020-06-10","10 Jun 2020","0.290464","-0.378406","0.876480","-0.318345","1.158021","-0.426906","-0.255731","-0.113123","-0.409980","0.047112"
"2020-06-11","11 Jun 2020","0.205390","-0.386767","0.790956","-0.333642","1.073207","-0.440687","-0.284468","-0.168926","-0.420463","-0.026582"
"2020-06-12","12 Jun 2020","0.183911","-0.398295","0.773392","-0.352041","1.057302","-0.443522","-0.306377","-0.192832","-0.426625","-0.049880"
"2020-06-15","15 Jun 2020","0.151283","-0.408763","0.752758","-0.356732","1.093028","-0.452546","-0.305267","-0.191585","-0.437168","-0.060959"
"2020-06-16","16 Jun 2020","0.149025","-0.427374","0.761191","-0.383526","1.098789","-0.458467","-0.333891","-0.214654","-0.448100","-0.074858"
"2020-06-17","17 Jun 2020","0.133985","-0.423030","0.739535","-0.379208","1.077496","-0.455963","-0.331295","-0.217561","-0.444757","-0.083439"
"2020-06-18","18 Jun 2020","0.126482","-0.429494","0.700370","-0.386860","1.022719","-0.457333","-0.337261","-0.219396","-0.448391","-0.084745"
"2020-06-19","19 Jun 2020","0.109767","-0.443270","0.687886","-0.405043","1.003336","-0.466877","-0.358305","-0.242181","-0.459419","-0.105886"
"2020-06-22","22 Jun 2020","0.063956","-0.453117","0.651522","-0.410631","0.958880","-0.495112","-0.370384","-0.273086","-0.479481","-0.148626"
"2020-06-23","23 Jun 2020","0.089919","-0.458315","0.683125","-0.406287","1.000926","-0.507799","-0.358238","-0.251395","-0.489715","-0.123368"
"2020-06-24","24 Jun 2020","0.093766","-0.462893","0.686805","-0.422262","0.996833","-0.494597","-0.377141","-0.265044","-0.483569","-0.128469"
"2020-06-25","25 Jun 2020","0.093467","-0.473205","0.657869","-0.435024","0.920268","-0.509502","-0.393774","-0.282501","-0.495863","-0.138979"
"2020-06-26","26 Jun 2020","0.058079","-0.471852","0.640023","-0.442051","0.939565","-0.491343","-0.403478","-0.297312","-0.484857","-0.162593"
"2020-06-29","29 Jun 2020","0.066135","-0.454654","0.652152","-0.416438","0.963723","-0.487048","-0.375757","-0.274145","-0.475471","-0.146811"
"2020-06-30","30 Jun 2020","0.071903","-0.472561","0.627457","-0.450750","0.904619","-0.475513","-0.411471","-0.295425","-0.475883","-0.152041"
"2020-07-01","01 Jul 2020","0.140320","-0.467215","0.705475","-0.430012","0.971891","-0.489772","-0.381347","-0.252288","-0.482524","-0.097620"
"2020-07-02","02 Jul 2020","0.086275","-0.461469","0.658783","-0.422026","0.957433","-0.490587","-0.377021","-0.265137","-0.480655","-0.130423"
"2020-07-03","03 Jul 2020","0.075616","-0.451501","0.650852","-0.410783","0.956452","-0.485421","-0.367766","-0.263179","-0.473405","-0.135270"
"2020-07-06","06 Jul 2020","0.070672","-0.466634","0.654881","-0.421040","0.969122","-0.506416","-0.375381","-0.268981","-0.492189","-0.140856"
"2020-07-07","07 Jul 2020","0.053968","-0.466054","0.625951","-0.421578","0.935241","-0.505444","-0.377538","-0.275211","-0.491299","-0.151486"
"2020-07-08","08 Jul 2020","0.041407","-0.460127","0.609893","-0.420019","0.905875","-0.499348","-0.381387","-0.286777","-0.484771","-0.165418"
"2020-07-09","09 Jul 2020","0.031886","-0.463009","0.600497","-0.424790","0.896923","-0.500380","-0.387552","-0.294730","-0.486468","-0.174327"
